Gene	vsNaive	vsPrimed	AveExpr	P.Value
AC243547.3	-0.001929881	-0.001821994	0.003443529	0.934748745
SLC9B1P3	-0.001921997	-0.043880494	0.003429461	0.934748771
AC245014.3	-0.001913437	-0.029458652	0.003414187	0.9347488
PFN1P11	-0.001895064	-0.002933937	0.003381403	0.934748862
RNU6-1017P	-0.001886498	-0.007951192	0.003366118	0.934748891
AC133865.1	-0.001881012	-0.01325249	0.003356331	0.93474891
PLA1A	-0.001881012	-0.02449118	0.003356331	0.93474891
OR52K1	-0.001875498	-0.004760817	0.003346492	0.93474893
CXCL13	-0.001873878	-0.017382142	0.003343601	0.934748935
RN7SL364P	-0.001871101	-0.016126246	0.003338646	0.934748945
SNORA70_ENSG00000251893	-0.001822491	-0.010645563	0.00325191	0.934749125
ALG1L11P	-0.001796753	-0.003123356	0.003205984	0.934749226
AL365214.2	-0.00179478	-0.010960281	0.003202465	0.934749234
TPSB2	-0.001776393	-0.004348389	0.003169656	0.934749309
LINC02356	-0.001747991	-0.115728478	0.003118977	0.93474943
AL096701.2	-0.001746386	-0.01978093	0.003116114	0.934749437
AC008667.1	-0.001744545	-0.031086845	0.00311283	0.934749445
AL157359.2	-0.001684018	-0.003662077	0.00300483	0.934749725
AP003306.1	-0.001655476	-0.010755187	0.002953901	0.934749867
AC007192.1	-0.001652833	-0.003875146	0.002949185	0.934749881
AC093722.1	-0.001652833	-0.009783035	0.002949185	0.934749881
DHRS9	-0.001652833	-0.001826791	0.002949185	0.934749881
AC244035.2	-0.001639502	-0.011817636	0.002925398	0.93474995
AC090618.1	-0.001623935	-0.046912552	0.002897623	0.934750033
DCD	-0.001623935	-0.00681624	0.002897623	0.934750033
PMS2P9	-0.001572685	-0.001171187	0.002806175	0.934750324
RNU6-1310P	-0.001572685	-0.018045184	0.002806175	0.934750324
AC142384.1	-0.001553567	-0.002908792	0.002772062	0.93475044
MTCO3P15	-0.001553308	-0.01101622	0.002771601	0.934750442
RNU4-38P	-0.001545458	-0.016226748	0.002757595	0.934750491
AP000827.1	-0.001501451	-0.019633716	0.002679072	0.934750779
AC007161.3	-0.001491876	-0.016725065	0.002661987	0.934750845
AC020891.2	-0.001491876	-0.032543623	0.002661987	0.934750845
CU634019.6	-0.001491876	-0.06288803	0.002661987	0.934750845
LINC02102	-0.001491876	-0.014924271	0.002661987	0.934750845
AC078962.2	-0.001482405	-0.004995997	0.002645087	0.934750912
PACERR	-0.001464733	-0.023022098	0.002613554	0.934751039
RNU6-571P	-0.001459656	-0.013817451	0.002604495	0.934751077
AL355601.1	-0.001447331	-0.023364258	0.002582503	0.93475117
AC244153.1	-0.001446822	-0.021185179	0.002581596	0.934751173
ZNF816-ZNF321P	-0.001442065	-0.030642559	0.002573108	0.93475121
AC108081.1	-0.001441034	-0.002446981	0.002571268	0.934751218
AC011444.4	0.010193149	0.05958628	0.184654628	0.934751299
AC138915.2	-0.001430259	-0.005367373	0.002552041	0.934751302
SEMA3G	-0.001430259	-0.046574689	0.002552041	0.934751302
MIR4802	-0.001421939	-0.005025601	0.002537197	0.934751368
LINC00595	-0.001406631	-0.005235808	0.002509882	0.934751493
LINC01640	-0.001383779	-0.004929092	0.002469107	0.934751688
AC078923.1	-0.001381235	-0.008688146	0.002464567	0.93475171
AL136307.1	-0.001381235	-0.324078302	0.002464567	0.93475171
RNA5SP84	-0.001353029	-0.035420425	0.002414239	0.934751965
AP000317.2	-0.001352019	-0.026046762	0.002412437	0.934751974
AC092111.2	-0.001349267	-0.001175401	0.002407526	0.934752
AC005324.5	-0.001345244	-0.005086764	0.002400348	0.934752038
RNU6-678P	-0.001345244	-0.014954771	0.002400348	0.934752038
ATP8A2P3	-0.001342787	-0.003662077	0.002395964	0.934752061
AC009033.1	-0.001330502	-0.008338913	0.002374043	0.93475218
SPATA4	-0.001330502	-0.03204475	0.002374043	0.93475218
NMNAT1P3	-0.001317566	-0.951132291	0.002350962	0.934752308
PIRT	-0.001317566	-0.004702029	0.002350962	0.934752308
AL671277.2	-0.001316314	-0.00295909	0.002348727	0.934752321
AL592494.1	-0.00131223	-0.014875757	0.00234144	0.934752362
ZNF29P	-0.001289068	-0.014100301	0.002300111	0.934752605
AC092278.1	-0.001287671	-0.005676854	0.002297618	0.93475262
CYP4F25P	-0.001281916	-0.007871963	0.002287349	0.934752682
Y_RNA_ENSG00000202470	-0.001267654	-0.006917704	0.002261902	0.934752841
DUX4L19	-0.001236629	-0.004084817	0.002206543	0.934753205
AC025031.5	-0.001216726	-0.158064354	0.002171031	0.934753453
AL451074.1	-0.001216726	-0.035375879	0.002171031	0.934753453
MIR4512	-0.001216726	-0.019979933	0.002171031	0.934753453
AC226101.2	-0.001213129	-0.003795735	0.002164612	0.934753499
AC097639.1	-0.001203745	-0.038843371	0.002147869	0.934753621
LINC01619	-0.001203745	-0.011203134	0.002147869	0.934753621
SYT15	-0.001203745	-0.075324101	0.002147869	0.934753621
LINC02251	-0.00120177	-0.008789085	0.002144344	0.934753647
AC109638.1	-0.001180724	-0.009293654	0.002106792	0.934753934
AL139158.3	-0.001180724	-0.025412889	0.002106792	0.934753934
MAGEB17	-0.001180724	-0.054155189	0.002106792	0.934753934
RPL39P25	-0.001180724	-0.003411897	0.002106792	0.934753934
AC010504.1	-0.001158719	-0.011808734	0.002067528	0.93475425
AC090206.1	-0.001158719	-0.128476483	0.002067528	0.93475425
AL121904.1	-0.001158719	-0.035559947	0.002067528	0.93475425
OR4K6P	-0.001158719	-0.00456927	0.002067528	0.93475425
ST6GALNAC4P1	-0.00115473	-0.004849947	0.002060409	0.934754309
RNA5-8SN4	-0.001148495	-0.003589575	0.002049284	0.934754403
AC002472.2	-0.001127889	-0.003635584	0.002012516	0.934754724
AC239585.2	-0.001122107	-0.001352322	0.002002199	0.934754817
WSCD2	-0.001122107	-0.076746056	0.002002199	0.934754817
AC007922.2	-0.001113392	-0.013216881	0.00198665	0.93475496
AC079174.2	-0.001098102	-0.095129957	0.001959367	0.93475522
GGTA2P	-0.001098102	-0.017429946	0.001959367	0.93475522
DNM1P46	-0.00108455	-0.004480936	0.001935187	0.934755459
GOLGA2P1	-0.00108455	-0.00733659	0.001935187	0.934755459
CD4	-0.00107289	-0.141619979	0.00191438	0.934755672
ABHD14A-ACY1	-0.001062221	-0.026482332	0.001895343	0.934755873
MME-AS1	-0.00102173	-0.031381212	0.001823095	0.934756694
FO393418.1	-0.000994084	-0.040197004	0.001773766	0.934757019
OR51N1P	-0.000979093	-0.005372283	0.001747017	0.934757156
RN7SKP203	-0.000979093	-0.007449098	0.001747017	0.934757156
LENG8-AS1	-0.000968767	-0.003825618	0.001728591	0.934757257
FAM87A	-0.000967889	-0.013834528	0.001727025	0.934757266
AC019176.1	-0.000964933	-0.001321807	0.00172175	0.934757296
AC104687.1	-0.000964933	-0.007209744	0.00172175	0.934757296
AC104170.1	-0.000948935	-0.029169056	0.001693205	0.934757482
AP002414.1	-0.000940546	-0.001111938	0.001678236	0.934757587
LINC01397	-0.000940546	-0.004928517	0.001678236	0.934757587
MRPS36P4	-0.000940546	-0.012143886	0.001678236	0.934757587
TUBA3GP	-0.000940546	-0.017509889	0.001678236	0.934757587
AC123768.3	-0.000934276	-0.029385415	0.001667049	0.934757669
AC008536.1	-0.000900216	-0.015053542	0.001606274	0.934758186
AC016252.1	-0.000900216	-0.00944923	0.001606274	0.934758186
AC090236.2	-0.000900216	-0.02523276	0.001606274	0.934758186
CYP2W1	-0.000900216	-0.009687549	0.001606274	0.934758186
DDX11L9	-0.000900216	-0.001112624	0.001606274	0.934758186
HSD52	-0.000900216	-0.021990093	0.001606274	0.934758186
LINC00703	-0.000900216	-0.005528173	0.001606274	0.934758186
MRPS16P2	-0.000900216	-0.002257465	0.001606274	0.934758186
AC138150.2	-0.000891595	-0.014191903	0.001590892	0.934758342
LINC00939	-0.000891595	-0.094634515	0.001590892	0.934758342
MCHR2-AS1	-0.000891595	-0.002106457	0.001590892	0.934758342
HPCAL4	-0.00087817	-0.144702205	0.001566938	0.934758602
MIR33A	-0.00087817	-0.00422526	0.001566938	0.934758602
AC087369.1	-0.000871097	-0.007693359	0.001554317	0.934758747
AL049829.3	-0.000871097	-0.003166629	0.001554317	0.934758747
HLA-DPA3	-0.000871097	-0.00775484	0.001554317	0.934758747
AC090559.1	-0.000866581	-0.010536563	0.00154626	0.934758844
OR13A1	-0.000866581	-0.001265671	0.00154626	0.934758844
SORCS2	-0.000866581	-0.012591923	0.00154626	0.934758844
PAX7	-0.000854435	-0.039639576	0.001524586	0.934759119
ADAMTS7P4	-0.000852135	-0.003757085	0.001520483	0.934759173
HMGN1P26	-0.000852135	-0.002203706	0.001520483	0.934759173
Y_RNA_ENSG00000272113	-0.000852135	-0.009010793	0.001520483	0.934759173
AC090625.1	-0.000851215	-0.001866637	0.00151884	0.934759198
MIR4441	-0.000851215	-0.009411686	0.00151884	0.934759198
AC003988.1	-0.000843234	-0.002495441	0.0015046	0.934759396
AC015726.2	-0.000843234	-0.004617584	0.0015046	0.934759396
RNA5SP35	-0.000843234	-0.052648698	0.0015046	0.934759396
AC087164.1	-0.000840072	-0.013357868	0.001498958	0.93475948
AL359885.1	-0.000840072	-0.008635839	0.001498958	0.93475948
AC006023.2	-0.000839191	-0.009684617	0.001497386	0.934759505
AL360157.1	-0.000837619	-0.013419288	0.001494582	0.934759549
C15orf54	-0.000837619	-0.037124004	0.001494582	0.934759549
OR10A4	-0.000837619	-0.028432814	0.001494582	0.934759549
SPINK4	-0.000837619	-0.009112626	0.001494582	0.934759549
AC004877.2	-0.000827309	-0.029130964	0.001476185	0.934759833
LINC02418	-0.000827309	-0.004115367	0.001476185	0.934759833
RN7SL849P	-0.000827309	-0.006329513	0.001476185	0.934759833
AL606490.1	-0.000815555	-0.003454356	0.001455212	0.934760174
RNA5SP452	-0.000814765	-0.00715966	0.001453803	0.934760201
AC079809.1	-0.000810262	-0.005215924	0.001445768	0.934760341
AC112771.1	-0.000810262	-0.004179743	0.001445768	0.934760341
ACSL5	-0.000784594	-0.031641563	0.001399968	0.934761216
LINC00908	-0.000784594	-0.561957867	0.001399968	0.934761216
LINC02376	-0.000784594	-0.009054359	0.001399968	0.934761216
RNA5SP389	-0.000784594	-0.0017766	0.001399968	0.934761216
CHRNA4	-0.000781297	-0.016537523	0.001394084	0.934761344
SPI1	-0.000781297	-0.02758997	0.001394084	0.934761344
AC013268.5	-0.000768913	-0.00717801	0.001371989	0.934761838
AC051619.3	-0.000768913	-0.010314129	0.001371989	0.934761838
AC110615.1	-0.000768913	-0.009687333	0.001371989	0.934761838
SLC16A1P1	-0.000768913	-0.002495441	0.001371989	0.934761838
LINC02362	-0.000767848	-0.005345769	0.001370088	0.934761888
MIR31	-0.000767848	-0.014662499	0.001370088	0.934761888
MRPS21P6	-0.000767848	-0.004432308	0.001370088	0.934761888
MTUS2-AS1	-0.000767848	-0.014809509	0.001370088	0.934761888
AC105020.2	-0.000767018	-0.012606539	0.001368607	0.934761926
AC124283.5	-0.000767018	-0.005048206	0.001368607	0.934761926
AP001979.1	-0.000767018	-0.015936933	0.001368607	0.934761926
LIMS4	-0.000767018	-0.004402602	0.001368607	0.934761926
MIR3188	-0.000767018	-0.00364843	0.001368607	0.934761926
RNU5E-4P	-0.000767018	-0.010945172	0.001368607	0.934761926
AC010476.1	-0.000764314	-0.003455517	0.001363782	0.934762044
RNU6-315P	-0.000764314	-0.00720468	0.001363782	0.934762044
AC011498.6	-0.000756227	-0.004963341	0.001349352	0.934762398
SNORA1B	-0.000756227	-0.005309064	0.001349352	0.934762398
AL603914.1	-0.000749013	-0.058957597	0.00133648	0.934762738
AP000889.1	-0.000749013	-0.024231997	0.00133648	0.934762738
AP001858.1	-0.000749013	-0.003268955	0.00133648	0.934762738
Y_RNA_ENSG00000207290	-0.000749013	-0.023586559	0.00133648	0.934762738
AC009729.1	-0.000744301	-0.005254108	0.001328072	0.934762964
AC078880.4	-0.000744301	-0.007427033	0.001328072	0.934762964
AL669942.1	-0.000744301	-0.016285806	0.001328072	0.934762964
OR7E96P	-0.000744301	-0.003312473	0.001328072	0.934762964
AC079305.3	-0.000739384	-0.001532378	0.001319299	0.934763207
FAM95B1	-0.000739384	-0.007163579	0.001319299	0.934763207
TBL1Y	-0.000739384	-0.002829251	0.001319299	0.934763207
TIE1	-0.000739384	-0.152123453	0.001319299	0.934763207
AC010285.1	-0.00073651	-0.002962125	0.00131417	0.934763354
AC211476.1	-0.00073651	-0.005185431	0.00131417	0.934763354
AC211486.1	-0.00073651	-0.020588372	0.00131417	0.934763354
UROC1	-0.00073651	-0.003997259	0.00131417	0.934763354
AC114973.1	-0.000734922	-0.003632776	0.001311337	0.934763437
AL445426.1	-0.000734922	-0.004456079	0.001311337	0.934763437
SNORD56_ENSG00000200377	-0.000734922	-0.008233353	0.001311337	0.934763437
AC024475.2	-0.000709959	-0.005738071	0.001266795	0.93476483
AP004608.1	-0.000709959	-0.24923055	0.001266795	0.93476483
PLPPR5	-0.000709959	-0.503916507	0.001266795	0.93476483
RNU6-308P	-0.000709959	-0.00913188	0.001266795	0.93476483
CFL1P6	-0.000706127	-0.001353522	0.001259957	0.934765067
FTLP8	-0.000706127	-0.005490452	0.001259957	0.934765067
A1BG	-0.000701623	-0.00773624	0.00125192	0.93476535
AC010536.3	-0.000701623	-0.015777993	0.00125192	0.93476535
AC010624.2	-0.000701623	-0.031738009	0.00125192	0.93476535
AP000842.2	-0.000701623	-0.006981167	0.00125192	0.93476535
CDC42EP3P1	-0.000701623	-0.015213577	0.00125192	0.93476535
SUPT20HL1	-0.000701623	-0.002838934	0.00125192	0.93476535
AC006511.1	-0.000699282	-0.028109084	0.001247744	0.934765503
AC134879.3	-0.000699282	-0.002100911	0.001247744	0.934765503
AC134882.1	-0.000697996	-0.004965505	0.00124545	0.934765589
TM4SF19-AS1	-0.0006919	-0.01997922	0.001234573	0.934765996
AC013472.2	-0.000682086	-0.015793263	0.001217061	0.934766688
CXXC4-AS1	-0.000682086	-0.087121919	0.001217061	0.934766688
LINC00636	-0.000682086	-0.00394047	0.001217061	0.934766688
AC074133.1	-0.000678614	-0.006223118	0.001210866	0.934766946
AC079834.2	-0.000678614	-0.019271459	0.001210866	0.934766946
H3F3AP1	-0.000678614	-0.002457005	0.001210866	0.934766946
PRH2	-0.000678614	-0.001246145	0.001210866	0.934766946
RNU6-726P	-0.000678614	-0.020132443	0.001210866	0.934766946
RPL7AP51	-0.000678614	-0.008200904	0.001210866	0.934766946
AC135048.1	-0.000661493	-0.010350825	0.001180317	0.934768297
C6orf223	-0.000661493	-0.122328569	0.001180317	0.934768297
GLDN	-0.000661493	-0.191793771	0.001180317	0.934768297
AC007386.1	-0.000649218	-0.023964408	0.001158413	0.934769367
IL3RA	-0.000649218	-0.003893489	0.001158413	0.934769367
MIR651	-0.000646311	-0.005539868	0.001153226	0.934769635
ROR1-AS1	-0.000646311	-0.104761044	0.001153226	0.934769635
AC099398.1	-0.000644259	-0.014209139	0.001149566	0.934769828
AC126177.5	-0.000644259	-0.022836231	0.001149566	0.934769828
AL355863.1	-0.000644259	-0.002921918	0.001149566	0.934769828
GOLGA8N	-0.000644259	-0.008072829	0.001149566	0.934769828
NUTM2A	-0.000644259	-0.007766276	0.001149566	0.934769828
AC034159.1	-0.000640558	-0.007518173	0.001142961	0.934770182
AC092068.1	-0.000640558	-0.003564598	0.001142961	0.934770182
AL354861.1	-0.000640558	-0.00756009	0.001142961	0.934770182
DDN	-0.000640558	-0.021839297	0.001142961	0.934770182
DHRS2	-0.000634987	-0.054883222	0.001133021	0.934770732
AC004987.1	-0.000625233	-0.006944832	0.001115618	0.934771741
DMRTC1	-0.000625233	-0.001297754	0.001115618	0.934771741
DMRTC1B	-0.000625233	-0.00118061	0.001115618	0.934771741
HLA-J	-0.000625233	-0.009385839	0.001115618	0.934771741
MAPK8IP1P2	-0.000625233	-0.000966149	0.001115618	0.934771741
ACTR3BP5	-0.000624335	-0.003782951	0.001114015	0.934771839
METTL21AP1	-0.000624335	-0.012938797	0.001114015	0.934771839
RNU6-290P	-0.000624335	-0.002970804	0.001114015	0.934771839
AL136116.2	-0.000615531	-0.014816485	0.001098306	0.934772816
AL441943.3	-0.000615531	-0.008887306	0.001098306	0.934772816
AL592148.2	-0.000615531	-0.017922761	0.001098306	0.934772816
CDH12P1	-0.000615531	-0.001903443	0.001098306	0.934772816
GALP	-0.000615531	-0.046931548	0.001098306	0.934772816
OR1C1	-0.000615531	-0.015091842	0.001098306	0.934772816
GNG5P1	-0.000612279	-0.029615022	0.001092503	0.934773193
AC127526.1	-0.000609211	-0.006616503	0.001087029	0.934773556
AL592211.1	-0.000601032	-0.019460956	0.001072434	0.93477456
AL079304.1	-0.000595473	-0.013944798	0.001062515	0.934775277
CEL	-0.000595473	-0.00423233	0.001062515	0.934775277
DSTNP5	-0.000595473	-0.005580836	0.001062515	0.934775277
UBE2V2P1	-0.000595473	-0.011358244	0.001062515	0.934775277
F8A2	-0.000576933	-0.002325243	0.001029433	0.934777877
GAPDHP31	-0.000576933	-0.001267417	0.001029433	0.934777877
RNU6-831P	-0.000576933	-0.009568379	0.001029433	0.934777877
RPS29P13	-0.000576933	-0.005496013	0.001029433	0.934777877
AP001625.3	-0.000572711	-0.004392108	0.001021901	0.93477852
ID2-AS1	-0.000572711	-0.05722252	0.001021901	0.93477852
LINC00676	-0.000572711	-0.017328254	0.001021901	0.93477852
AC104164.4	-0.000560995	-0.003622769	0.001000995	0.934780407
AGAP5	-0.000560995	-0.005038603	0.001000995	0.934780407
SMCO4P1	-0.000560995	-0.00449655	0.001000995	0.934780407
YBX2P1	-0.000560995	-0.003234349	0.001000995	0.934780407
AC006461.1	-0.00055962	-0.007692853	0.000998542	0.934780641
AL138895.2	-0.00055962	-0.001167225	0.000998542	0.934780641
ARL6IP1P1	-0.00055962	-0.006097425	0.000998542	0.934780641
GYG1P2	-0.00055962	-0.003388877	0.000998542	0.934780641
OR7E158P	-0.00055962	-0.004407524	0.000998542	0.934780641
OR9H1P	-0.00055962	-0.003542432	0.000998542	0.934780641
SNRPBP1	-0.00055962	-0.015317138	0.000998542	0.934780641
Y_RNA_ENSG00000202306	-0.00055962	-0.003924116	0.000998542	0.934780641
AC087897.1	-0.000559358	-0.027001627	0.000998074	0.934780686
AL135924.1	-0.000559358	-0.008941426	0.000998074	0.934780686
AL365223.1	-0.000559358	-0.001640286	0.000998074	0.934780686
LINC00265-3P	-0.000559358	-0.001854531	0.000998074	0.934780686
SUMO2P5	-0.000557612	-0.028749759	0.000994959	0.934780986
AC027308.1	-0.000550271	-0.006009273	0.00098186	0.934782282
AL096711.1	-0.000550271	-0.003813056	0.00098186	0.934782282
LINC00944	-0.000550271	-0.01484759	0.00098186	0.934782282
RN7SKP118	-0.000550271	-0.005938669	0.00098186	0.934782282
RNA5SP282	-0.000550271	-0.007851551	0.00098186	0.934782282
AC233266.1	-0.000543846	-0.004666452	0.000970396	0.934783476
MIR4257	-0.000543846	-0.003937312	0.000970396	0.934783476
SPDYE11	-0.000543846	-0.0068459	0.000970396	0.934783476
AC092552.1	-0.0005433	-0.015130797	0.000969423	0.93478358
CCNG1P1	-0.000531544	-0.0068558	0.000948445	0.934785923
LINC02258	-0.000531544	-0.007160349	0.000948445	0.934785923
LINC02450	-0.000531544	-0.003782839	0.000948445	0.934785923
MPPED1	-0.000531544	-0.007203818	0.000948445	0.934785923
UNC79	-0.000531544	-0.006032613	0.000948445	0.934785923
AC093783.1	-0.0005291	-0.016523793	0.000944084	0.934786436
TMC2	-0.0005291	-0.015486115	0.000944084	0.934786436
AL627309.1	-0.0005181	-0.001429346	0.000924457	0.934788864
SNORA68B	-0.0005181	-0.00622995	0.000924457	0.934788864
TAS2R19	-0.0005181	-0.01214348	0.000924457	0.934788864
AC108724.1	-0.000514769	-0.001786296	0.000918514	0.93478964
CYCSP33	-0.000514769	-0.003852976	0.000918514	0.93478964
FDPSP2	-0.000514769	-0.013482219	0.000918514	0.93478964
GAPDHP45	-0.000514769	-0.004094388	0.000918514	0.93478964
OR2A4	-0.000514769	-0.006981354	0.000918514	0.93478964
AC027176.1	-0.000512502	-0.000936163	0.000914468	0.934790178
AL365361.1	-0.000512502	-0.021914673	0.000914468	0.934790178
AP000552.1	-0.000512502	-0.004729519	0.000914468	0.934790178
MTHFD2P4	-0.000512502	-0.005343496	0.000914468	0.934790178
AC026254.1	-0.000512203	-0.001236333	0.000913935	0.934790249
AL354993.1	-0.000512203	-0.005447195	0.000913935	0.934790249
AL357373.1	-0.000512203	-0.007176867	0.000913935	0.934790249
FKBPL	-0.000512203	-0.001939133	0.000913935	0.934790249
PCMTD1P7	-0.000512203	-0.018921885	0.000913935	0.934790249
AC027228.3	-0.000510278	-0.007300137	0.000910499	0.934790715
AL022238.3	-0.000510278	-0.006159148	0.000910499	0.934790715
RN7SL218P	-0.000504177	-0.013863352	0.000899614	0.934792237
RPL10AP5	-0.000504177	-0.001835681	0.000899614	0.934792237
SPDYE10P	-0.000504177	-0.011762867	0.000899614	0.934792237
AC026477.1	-0.000502179	-0.006096105	0.000896049	0.93479275
AC055811.2	-0.000502179	-0.004241832	0.000896049	0.93479275
GCSHP1	-0.000502179	-0.00983977	0.000896049	0.93479275
LINC01887	-0.000502179	-0.002004392	0.000896049	0.93479275
PAICSP6	-0.000502179	-0.031683262	0.000896049	0.93479275
AL627309.2	-0.000488297	-0.005196539	0.000871279	0.93479655
