Gene	logFC	logCPM	F	PValue	FDR	logCPM_primed	logCPM_naive
RSRC2	-0.607311694	6.97605396	1.813446981	0.196228468	0.406874558	7.279709807	6.672398113
AC060766.3	1.348411802	-0.064418517	1.813428858	0.196230592	0.406874558	-0.738624418	0.609787384
AC008115.3	-2.415745409	-2.885515822	1.813258565	0.196250549	0.406888892	-1.677643117	-4.093388526
TAPBP	-1.769040453	-1.671772964	1.812723412	0.196313282	0.406991904	-0.787252738	-2.556293191
RC3H2	0.667146181	4.981519101	1.812428019	0.196347919	0.407035185	4.64794601	5.315092191
CALCR	3.089721213	-3.467674715	1.81232283	0.196360256	0.407035185	-5.012535322	-1.922814109
PPARD	1.030948418	2.137019126	1.812205341	0.196374036	0.4070367	1.621544917	2.652493335
AC005332.6	-1.214532996	1.078496272	1.812075007	0.196389324	0.407041341	1.68576277	0.471229774
SAMD15	-1.528966434	-1.145555685	1.811920663	0.19640743	0.407051822	-0.381072468	-1.910038902
NTSR2	3.836907446	-4.111482586	1.811743165	0.196428255	0.407067936	-6.029936309	-2.193028862
RPL21P112	-3.849472895	-4.475549177	1.811474537	0.196459778	0.407106215	-2.550812729	-6.400285624
RHBDL1	1.67308387	-0.609701313	1.816934749	0.196495486	0.407128917	-1.446243248	0.226840623
CSPG5	-1.651202308	-1.430772651	1.811158793	0.196496837	0.407128917	-0.605171497	-2.256373805
SKIL	-0.62092774	7.74618465	1.810763812	0.196543209	0.407197949	8.05664852	7.43572078
AP2A1	1.035494012	4.17378849	1.836408764	0.196568147	0.407222569	3.656041484	4.691535497
SMC5-AS1	-1.429070286	-0.571986096	1.809944283	0.196639469	0.407343269	0.142549047	-1.286521239
P4HA3-AS1	4.714706493	-4.054509545	1.819479385	0.196668969	0.407377326	-6.411862791	-1.697156298
ARMCX6	-1.040395468	1.822729639	1.807880499	0.196882138	0.40777196	2.342927373	1.302531905
MCM3	-0.624320868	7.726661639	1.807850816	0.196885631	0.40777196	8.038822073	7.414501205
NPIPB3	1.201255143	0.798847688	1.807613406	0.196913572	0.407802752	0.198220117	1.39947526
AC133561.1	3.093509925	-3.7931095	1.807095752	0.196974512	0.407901875	-5.339864462	-2.246354537
YWHAEP5	-1.024582428	1.715331812	1.80598191	0.197105717	0.408133523	2.227623026	1.203040598
SLC26A4-AS1	4.230051644	-3.650848793	1.80969692	0.197112542	0.408133523	-5.765874615	-1.535822971
ZNF330	-0.611072128	6.51296212	1.805705876	0.19713825	0.408152054	6.818498184	6.207426056
AL512288.2	3.511322326	-3.380771066	1.810276975	0.197154901	0.408152054	-5.136432229	-1.625109903
ITCH-IT1	-3.044711624	-2.969136414	1.810209878	0.197160746	0.408152054	-1.446780602	-4.491492226
NPEPL1	-1.262949487	0.628328833	1.805214683	0.197196157	0.40819827	1.259803577	-0.00314591
RNF38	0.644335667	5.388090558	1.804827294	0.197241842	0.408214312	5.065922725	5.710258392
AC005520.2	-2.199543488	-2.437132677	1.804771001	0.197248482	0.408214312	-1.337360933	-3.536904421
NAP1L4P2	3.937950109	-4.343932571	1.804705117	0.197256254	0.408214312	-6.312907626	-2.374957517
LINC00311	3.937950109	-4.343932571	1.804705117	0.197256254	0.408214312	-6.312907626	-2.374957517
MFSD10	-0.878464306	5.48705647	1.830008508	0.197304495	0.408262176	5.926288623	5.047824317
CACFD1	0.992261644	3.591756635	1.819422621	0.197305559	0.408262176	3.095625812	4.087887457
KCNQ5	-1.260156439	0.475387622	1.803210952	0.197432603	0.408497956	1.105465841	-0.154690598
SLC47A2	3.260403362	-2.633514497	1.814621773	0.197448237	0.408498877	-4.263716178	-1.003312816
TRIM2	0.611382609	6.483767136	1.802985409	0.19745924	0.408498877	6.178075831	6.78945844
DGUOK-AS1	-1.293965286	-0.05113755	1.802543637	0.197511427	0.408577286	0.595845093	-0.698120193
SNORD116-6	-1.368045975	-0.518943842	1.802442835	0.197523338	0.408577286	0.165079145	-1.202966829
CYP3A7-CYP3A51P	-3.452263632	-2.961205553	1.811789439	0.197567397	0.408641324	-1.235073737	-4.687337369
SOCS2	0.628469359	6.001594987	1.801669829	0.197614703	0.408712069	5.687360308	6.315829667
AC078875.1	-1.215515286	0.337917237	1.80121941	0.197667965	0.408736836	0.94567488	-0.269840405
COPS8P2	-0.838873133	3.196546558	1.801174134	0.19767332	0.408736836	3.615983124	2.777109991
AC092506.1	1.529568368	-1.017672706	1.801143768	0.197676911	0.408736836	-1.78245689	-0.252888522
AC005224.4	3.015662129	-2.171101546	1.816217768	0.197679092	0.408736836	-3.67893261	-0.663270482
RN7SL801P	-3.904222756	-4.536913069	1.800962345	0.197698371	0.408749604	-2.58480169	-6.489024447
RSPH9	-1.108333434	1.113586791	1.79983666	0.197831588	0.408997927	1.667753508	0.559420074
TMEM176B	-3.432354159	-1.439088628	1.827086065	0.197863705	0.409037217	0.277088451	-3.155265708
LINC00342	-2.191236	-1.670675202	1.805581477	0.197952672	0.409177513	-0.575057202	-2.766293202
AC012368.1	-1.0039388	2.290344019	1.798770998	0.197957806	0.409177513	2.792313419	1.788374619
ZNRD1ASP	-2.317058967	-2.179488732	1.798520188	0.197987527	0.40921183	-1.020959248	-3.338018215
AC074117.1	1.072825783	1.28760395	1.798092228	0.198038254	0.409289554	0.751191059	1.824016841
MCFD2P1	-1.503500201	-1.034275844	1.797917363	0.198058985	0.409305282	-0.282525744	-1.786025944
ARHGEF1	1.116931562	3.515690583	1.818754814	0.198074522	0.409310272	2.957224802	4.074156364
SUPT16H	-0.609069949	8.242397813	1.797596178	0.198097071	0.409324435	8.546932787	7.937862838
MTND1P23	-0.822830484	3.49619081	1.797507231	0.19810762	0.409324435	3.907606052	3.084775568
COL24A1	1.310810838	-0.172529774	1.797340751	0.198127366	0.40933812	-0.827935193	0.482875645
ISG20	-1.23659118	0.289311466	1.796677888	0.198206013	0.409473486	0.907607056	-0.328984124
WDR64	-2.734713434	-3.325970384	1.796215111	0.198260943	0.409546893	-1.958613667	-4.693327101
ZNF148	-0.650879382	5.1630497	1.796135259	0.198270423	0.409546893	5.488489391	4.837610008
AC080079.1	3.514335624	-3.953436443	1.796046734	0.198280934	0.409546893	-5.710604255	-2.196268631
SLC9A8	1.050540476	1.792452934	1.795655408	0.198327404	0.409615753	1.267182696	2.317723172
AC019050.1	-1.14194034	0.851329675	1.794385775	0.198478269	0.409900202	1.422299845	0.280359505
IFI35	1.193973437	0.722507921	1.793797316	0.198548242	0.410017565	0.125521202	1.31949464
FKBP8	-0.934013089	3.568361815	1.80441765	0.198586598	0.410069624	4.035368359	3.101355271
TNFSF13	-3.765268239	-3.074698544	1.803867698	0.198651396	0.410173692	-1.192064425	-4.957332663
AL023280.1	-3.581447806	-4.48997199	1.792830325	0.198663294	0.410173692	-2.699248087	-6.280695893
SLC4A9	-3.534486523	-4.059999	1.79196683	0.198766103	0.410358797	-2.292755739	-5.827242262
AKR7L	-1.863386617	-1.797043012	1.791560566	0.198814497	0.410426758	-0.865349704	-2.728736321
NDUFB10	0.617148869	7.678834192	1.79146958	0.198825337	0.410426758	7.370259758	7.987408626
SHOX2	2.419176523	-1.716738861	1.804812915	0.198858652	0.410468364	-2.926327122	-0.507150599
ASNSP3	-3.9451692	-3.246571542	1.801341301	0.19889581	0.410517898	-1.273986942	-5.219156142
RPS6KA2	0.893291607	2.731235228	1.790470591	0.198944407	0.410591035	2.284589424	3.177881031
SRGAP2B	-1.191788687	0.409714231	1.789716681	0.199034326	0.410749436	1.005608575	-0.186180113
TBC1D31	-0.71837835	4.941748908	1.791030655	0.199061081	0.410777475	5.300938083	4.582559733
IGSF23	3.801708089	-4.560168074	1.788039987	0.199234489	0.411067398	-6.461022118	-2.659314029
AC114488.2	-3.602823271	-3.401252131	1.793635048	0.19924051	0.411067398	-1.599840495	-5.202663766
OR7E38P	0.960022	2.16006209	1.787984551	0.199241111	0.411067398	1.68005109	2.64007309
AC087482.1	-3.699759135	-3.040519044	1.798113339	0.199331017	0.411225688	-1.190639477	-4.890398612
AC126773.3	-2.119933034	-1.972361589	1.786689046	0.199395949	0.411305374	-0.912395072	-3.032328106
NDUFA2	0.602794333	6.944843267	1.786629593	0.199403059	0.411305374	6.6434461	7.246240434
PCBP1-AS1	-0.844280551	3.096821691	1.786578238	0.1994092	0.411305374	3.518961966	2.674681415
TIMM23	0.636085554	7.677966731	1.786332808	0.199438553	0.411338719	7.359923953	7.996009508
STX18	0.694667091	4.566831365	1.785847604	0.199496599	0.411431235	4.21949782	4.914164911
PER1	1.04189975	1.83697874	1.785331104	0.199558413	0.411531507	1.316028865	2.357928615
STIL	0.616158405	6.018273513	1.78504869	0.199592222	0.411574019	5.71019431	6.326352715
AC084346.1	3.819509636	-4.529939033	1.78422819	0.199690488	0.411728903	-6.439693851	-2.620184215
SPATA2L	1.054967177	2.028728782	1.784201117	0.199693732	0.411728903	1.501245193	2.55621237
DHX33	0.641862612	5.328047796	1.783728127	0.199750408	0.411798565	5.00711649	5.648979102
IQCB2P	-1.358419384	-0.468236948	1.783491843	0.199778728	0.411798565	0.210972744	-1.14744664
ZNF29P	-3.888652364	-4.515249679	1.783424416	0.199786811	0.411798565	-2.570923497	-6.459575861
FTH1P4	-1.189838064	0.383713158	1.783383486	0.199791718	0.411798565	0.97863219	-0.211205874
ATE1	0.668872704	5.17686366	1.783368396	0.199793527	0.411798565	4.842427308	5.511300012
MIXL1	1.226991158	0.124664362	1.78294326	0.1998445	0.411876412	-0.488831217	0.738159941
MTR	-0.66005359	5.014646508	1.782073436	0.199948842	0.412049272	5.344673303	4.684619713
AC099489.1	-1.504639465	-0.964506519	1.7819224	0.199966967	0.412049272	-0.212186787	-1.716826251
AC027682.1	-1.91197048	-1.965139746	1.78191378	0.199968002	0.412049272	-1.009154506	-2.921124986
AL357055.1	0.986449303	2.403393377	1.781032739	0.200073773	0.412239989	1.910168726	2.896618029
RN7SL288P	3.487262413	-4.019519608	1.780613156	0.20012417	0.412294601	-5.763150815	-2.275888402
ZFYVE1	0.93946071	2.82270274	1.780591985	0.200126713	0.412294601	2.352972385	3.292433095
PGAM1P7	2.157533213	-2.472566699	1.780410013	0.200148575	0.41231241	-3.551333305	-1.393800092
AC079336.2	-3.901815631	-3.347481612	1.787851901	0.200239669	0.412472826	-1.396573797	-5.298389428
SLC25A36	-0.611747575	6.917748676	1.779469903	0.200261569	0.412490697	7.223622463	6.611874888
PCNX4	-0.637340548	5.441113821	1.778930041	0.200326493	0.41259718	5.759784095	5.122443547
TRIR	0.708376832	4.376764044	1.778418402	0.200388047	0.412696708	4.022575628	4.730952461
LINC00444	3.261818029	-3.647559712	1.778130446	0.200422701	0.412740827	-5.278468727	-2.016650698
AC009054.1	-3.388769442	-4.234233284	1.77796121	0.200443071	0.412749375	-2.539848563	-5.928618004
FARS2	0.755931292	3.87477982	1.777876104	0.200453316	0.412749375	3.496814174	4.252745466
PHRF1	1.910408054	-1.972783951	1.777509727	0.200497427	0.412812952	-2.927987978	-1.017579924
HACD2	0.719000453	4.575513177	1.777033501	0.200554781	0.412903788	4.21601295	4.935013403
SCAF8	0.694692962	4.567948617	1.776172223	0.200658563	0.41309019	4.220602136	4.915295098
YWHAH	0.603980269	7.717158915	1.77505521	0.200793262	0.413339374	7.415168781	8.01914905
HIST2H2AC	-0.934096184	2.69395028	1.774948742	0.200806106	0.413339374	3.160998372	2.226902188
ADAMTS3	-1.076077547	1.210555467	1.774582648	0.200850281	0.413403024	1.74859424	0.672516694
ARHGEF3	-1.020159316	1.610415586	1.774007839	0.200919666	0.413496054	2.120495244	1.100335928
GALNT14	-1.114707594	1.033506908	1.773988575	0.200921992	0.413496054	1.590860705	0.476153111
RGS3	-0.876931675	3.789131204	1.78305292	0.20094195	0.413509845	4.227597041	3.350665366
AC080129.2	-4.174494113	-4.219269728	1.77345566	0.200986347	0.41356539	-2.132022671	-6.306516784
H3F3B	-0.675069505	11.00967232	1.774331996	0.201004145	0.41356539	11.34720707	10.67213756
GAB3	3.76008637	-0.006341818	1.889785633	0.201013533	0.41356539	-1.886385004	1.873701367
THAP12P2	-1.523788221	-1.019715124	1.773160737	0.201021974	0.41356539	-0.257821013	-1.781609235
XRCC6P1	-0.879102789	3.020881775	1.772920726	0.201050973	0.413581499	3.46043317	2.581330381
SCFD1	-0.612180741	7.393364009	1.772742983	0.201072452	0.413581499	7.699454379	7.087273638
RN7SKP72	3.680941884	-4.330168684	1.772703467	0.201077228	0.413581499	-6.170639626	-2.489697742
AC087359.1	3.548992883	-1.806864228	1.799426834	0.201092988	0.413581499	-3.581360669	-0.032367787
TUBGCP6	1.539020062	1.626273397	1.793040597	0.201096098	0.413581499	0.856763366	2.395783428
AC023355.1	-1.729735508	-1.688817561	1.771915087	0.201172536	0.413711427	-0.823949807	-2.553685315
PMS2	-0.860380824	2.928540652	1.771657423	0.201203698	0.413739074	3.358731064	2.49835024
RBP7	1.306139427	0.049440936	1.771584589	0.201212508	0.413739074	-0.603628778	0.702510649
TBC1D22A-AS1	3.357588337	-3.951483908	1.770171657	0.201383506	0.414012181	-5.630278077	-2.27268974
ZRANB3	-0.712180385	4.684043296	1.770128652	0.201388713	0.414012181	5.040133489	4.327953103
WASF4P	-0.864626505	2.92843787	1.770085231	0.201393971	0.414012181	3.360751123	2.496124617
MRPL23	1.033277348	1.72726024	1.770048513	0.201398418	0.414012181	1.210621566	2.243898914
AC005840.2	-0.941879395	2.808939067	1.769685693	0.201442361	0.41406352	3.279878765	2.33799937
AC013394.1	-1.411710089	-0.632799118	1.769623129	0.20144994	0.41406352	0.073055927	-1.338654163
LINC01619	-3.571830536	-4.125386324	1.76912916	0.20150979	0.414136233	-2.339471056	-5.911301592
AC097504.1	2.676478669	-3.14579343	1.769112002	0.201511869	0.414136233	-4.484032764	-1.807554095
SRPX	1.002742352	2.225776701	1.768893701	0.201538327	0.414137593	1.724405525	2.727147877
FHDC1	0.867660417	2.904084112	1.768783332	0.201551705	0.414137593	2.470253904	3.33791432
BLM	-0.628279725	5.994795851	1.768683098	0.201563855	0.414137593	6.308935714	5.680655989
MOAP1	-1.755685149	-1.756738027	1.768668392	0.201565638	0.414137593	-0.878895453	-2.634580601
GPR146	-1.802077195	-1.882012344	1.768153335	0.201628089	0.414238621	-0.980973746	-2.783050941
AL139193.1	-3.993642555	-3.498208424	1.776916961	0.20170764	0.414374764	-1.501387146	-5.495029701
AC090948.2	2.791778322	-2.891719445	1.7672522	0.201737411	0.414408632	-4.287608606	-1.495830284
AC012456.2	3.641516416	-4.339003174	1.7668773	0.201782915	0.41447481	-6.159761382	-2.518244966
MRPS7	0.603539203	7.433679785	1.76611248	0.201875786	0.414599287	7.131910184	7.735449386
GRAMD4	1.087294441	1.076763246	1.766092505	0.201878212	0.414599287	0.533116025	1.620410466
ADAP1	1.727594038	-0.924820934	1.76988307	0.201895895	0.414599287	-1.788617953	-0.061023915
DGKD	-1.08760048	2.317018817	1.773909982	0.201896681	0.414599287	2.860819058	1.773218577
NFIL3	1.243963067	2.100548112	1.77948613	0.201984806	0.414752949	1.478566578	2.722529645
HIGD1A	0.673370157	8.102370673	1.773339881	0.202025351	0.414808897	7.765685594	8.439055751
C17orf107	1.643881126	-0.857603737	1.765530891	0.20206989	0.41487304	-1.6795443	-0.035663174
AC073052.1	-2.197364074	-1.462650628	1.775633823	0.202143531	0.41497067	-0.363968591	-2.561332665
RGS12	1.092162881	2.073192763	1.768508398	0.202160074	0.41497067	1.527111322	2.619274203
AC139491.2	4.037376177	-4.710379554	1.763687076	0.202170656	0.41497067	-6.729067643	-2.691691466
LINC02302	4.037376177	-4.710379554	1.763687076	0.202170656	0.41497067	-6.729067643	-2.691691466
CCDC138	-0.66286556	5.690081619	1.763503121	0.202193043	0.41497399	6.021514399	5.358648839
RPRM	1.416055818	-0.479939866	1.763455159	0.20219888	0.41497399	-1.187967775	0.228088044
MIR345	3.846276347	-4.5057988	1.762572067	0.202306397	0.415121177	-6.428936973	-2.582660626
AF230666.2	-3.491505685	-4.073106634	1.762561379	0.202307699	0.415121177	-2.327353792	-5.818859477
AC010175.1	-2.995296905	-3.534170606	1.762538198	0.202310522	0.415121177	-2.036522153	-5.031819058
ANKRD53	1.379700566	-0.647832331	1.761964429	0.20238042	0.415237285	-1.337682614	0.042017951
AC099560.2	0.607126206	7.822723915	1.761403384	0.202448797	0.415325229	7.519160812	8.126287018
AC136944.3	-3.080193248	-3.856647211	1.761310528	0.202460117	0.415325229	-2.316550587	-5.396743835
AC019155.2	2.031901	-2.031995943	1.761285015	0.202463227	0.415325229	-3.047946443	-1.016045443
HNRNPKP1	-0.847615114	3.47363398	1.760559041	0.202551756	0.415479511	3.897441537	3.049826423
RBFOX2	-1.143200395	0.649608124	1.759872453	0.202635527	0.415624014	1.221208321	0.078007927
PABPC1L2A	-3.180885426	-3.945614609	1.759613525	0.202667131	0.415661504	-2.355171896	-5.536057322
SNORA81_ENSG00000253092	-3.30314162	-2.705583487	1.76968649	0.202739066	0.415781703	-1.054012677	-4.357154297
JRK	-1.029369808	2.652942815	1.766556795	0.202785957	0.415831301	3.167627719	2.138257912
GPR182	-3.283286877	-4.049485207	1.75856683	0.202794949	0.415831301	-2.407841769	-5.691128646
ART3	-2.211668045	-2.466263877	1.758498933	0.202803244	0.415831301	-1.360429855	-3.5720979
ASNSP4	-1.291311338	-0.243652507	1.757613538	0.20291145	0.416015891	0.402003162	-0.889308176
OR10AC1	-3.570287584	-3.156992758	1.766326281	0.202935392	0.416015891	-1.371848966	-4.942136551
GLUD1	0.613681715	6.574965539	1.757360623	0.202942373	0.416015891	6.268124681	6.881806396
SIPA1L1	-0.69371298	4.513606249	1.757308084	0.202948797	0.416015891	4.860462739	4.166749759
SDAD1	0.622127196	7.436127481	1.757216851	0.202959954	0.416015891	7.125063883	7.747191079
AC036214.2	1.405748512	-0.480114354	1.755579094	0.203160362	0.416399314	-1.18298861	0.222759903
AC093155.2	-1.236954024	0.188999741	1.755468384	0.203173918	0.416399738	0.807476753	-0.429477271
C22orf24	4.015590615	-3.278521354	1.764958868	0.203222986	0.416470932	-5.286316661	-1.270726046
NAT9	0.784143168	4.890225564	1.765589171	0.203235358	0.416470932	4.49815398	5.282297148
AC008526.1	-1.981440605	-2.257994847	1.754554028	0.203285924	0.416547186	-1.267274545	-3.24871515
SBF2	-0.746490039	3.878526071	1.754410005	0.203303573	0.416555988	4.25177109	3.505281051
MGAT4D	3.842913489	-4.561180886	1.754167332	0.203333316	0.416589566	-6.482637631	-2.639724142
AC048382.1	-2.69266144	-2.699131645	1.753388132	0.203428856	0.416757935	-1.352800925	-4.045462365
MYL12A	-0.610118466	9.03898273	1.75325361	0.203445356	0.416764365	9.344041963	8.733923497
NEK11	-1.045974495	1.351769219	1.752797762	0.203501281	0.416851553	1.874756467	0.828781972
RPL23AP53	1.422859884	-0.525721206	1.751883956	0.203613448	0.416975271	-1.237151148	0.185708736
GOLGA6D	-4.636170992	-4.114396374	1.761155332	0.203615148	0.416975271	-1.796310878	-6.43248187
AC010601.1	-4.636170992	-4.114396374	1.761155332	0.203615148	0.416975271	-1.796310878	-6.43248187
AP005265.1	-4.636170992	-4.114396374	1.761155332	0.203615148	0.416975271	-1.796310878	-6.43248187
SBK3	-3.818503582	-3.394458357	1.759145906	0.203673869	0.417047278	-1.485206566	-5.303710148
NAT10	0.651803831	5.562304679	1.751366084	0.20367705	0.417047278	5.236402764	5.888206595
MTCH1	0.610565018	7.218709763	1.750923701	0.203731401	0.417131185	6.913427254	7.523992272
AC090912.3	-2.286570244	-2.714272535	1.750473452	0.203786738	0.417217098	-1.570987412	-3.857557657
IMPAD1	0.631539783	5.807722578	1.749915748	0.203855307	0.417330091	5.491952686	6.12349247
AC073263.1	2.259964771	-2.693559218	1.749740223	0.203876894	0.417346892	-3.823541603	-1.563576832
ULK4P2	-3.593107084	-4.103290281	1.749162886	0.203947917	0.417464885	-2.306736739	-5.899843823
SERPINB9P1	-3.356352169	-3.410661745	1.75075814	0.204044474	0.417635122	-1.732485661	-5.08883783
GAS2	-1.41341876	-0.774423747	1.74774219	0.204122823	0.417762262	-0.067714367	-1.481133127
AC027307.1	3.356369451	-3.358009484	1.751234673	0.204133376	0.417762262	-5.03619421	-1.679824759
KDM6B	0.91250755	2.638994967	1.747408481	0.204163935	0.41779739	2.182741192	3.095248742
ACTBP11	-1.035594502	2.266228485	1.748241881	0.204222331	0.417889475	2.784025736	1.748431234
