gene	seqnames	start	end	gata2	gata3	tfap2a	tfap2c	logFC	adj.P.Val
MXD4	chr4	2260239	2268739	0	0	0	0	2.16909446	1.39E-14
MXI1	chr10	111962362	111970862	0	1	1	0	1.527175082	5.24E-12
MXI1	chr10	111964988	111973488	0	1	1	0	1.527175082	5.24E-12
MXI1	chr10	111980761	111989261	0	0	0	0	1.527175082	5.24E-12
MXRA5	chrX	3261184	3269684	0	0	0	0	5.718939447	1.31E-17
MXRA7	chr17	74703556	74712056	0	0	0	1	1.164103986	3.08E-15
MXRA8	chr1	1295421	1303921	0	0	0	0	5.601787029	7.29E-16
MXRA8	chr1	1290427	1298927	0	0	1	1	5.601787029	7.29E-16
MXRA8	chr1	1290674	1299174	0	0	1	1	5.601787029	7.29E-16
MXRA8	chr1	1293657	1302157	0	0	1	1	5.601787029	7.29E-16
MYADM	chr19	54366136	54374636	0	0	1	1	2.359238231	7.58E-14
MYADM	chr19	54364610	54373110	0	0	1	1	2.359238231	7.58E-14
MYADM	chr19	54367659	54376159	0	0	1	1	2.359238231	7.58E-14
MYADM	chr19	54367780	54376280	0	0	1	1	2.359238231	7.58E-14
MYADML2	chr17	79901609	79910109	0	0	0	0	-4.680551224	1.46E-07
MYB	chr6	135497452	135505952	0	0	0	1	-3.009356989	3.37E-11
MYBBP1A	chr17	4455181	4463681	0	1	0	1	-1.122842601	2.05E-09
MYBL2	chr20	42290658	42299158	0	1	1	1	-0.189549983	0.035364605
MYBPC2	chr19	50931159	50939659	0	0	1	1	-4.334996537	4.67E-10
MYC	chr8	128743314	128751814	0	0	1	1	0.266610957	0.047318212
MYCBPAP	chr17	48580744	48589244	0	0	0	0	-3.222064093	0.000181048
MYCL	chr1	40364187	40372687	0	0	0	1	-2.338414033	1.66E-15
MYCN	chr2	16075682	16084182	0	0	1	1	-0.752877339	1.89E-08
MYCNOS	chr2	16078345	16086845	0	0	1	1	-0.625249216	0.014046973
MYCT1	chr6	153014029	153022529	0	0	0	0	6.403524059	2.06E-09
MYD88	chr3	38174968	38183468	0	0	0	0	0.255394146	0.023273409
MYEF2	chr15	48467058	48475558	0	0	0	0	-2.245593912	7.20E-14
MYEOV	chr11	69056621	69065121	0	0	0	1	-2.520709133	0.012491062
MYF6	chr12	81096407	81104907	0	1	0	0	-1.749313242	0.038464734
MYH14	chr19	50701884	50710384	0	0	0	0	-0.96215724	6.13E-10
MYH2	chr17	10449440	10457940	0	0	0	0	-4.548162062	5.95E-06
MYH2	chr17	10449517	10458017	0	0	0	0	-4.548162062	5.95E-06
MYH3	chr17	10557126	10565626	0	0	0	0	-0.962485417	0.010581858
MYH6	chr14	23873986	23882486	0	0	0	0	1.562282863	0.028880488
MYH7B	chr20	33538703	33547203	0	0	0	0	0.677000505	0.000207662
MYH9	chr22	36780563	36789063	0	0	1	1	1.606809406	8.10E-13
MYL12A	chr18	3242527	3251027	0	0	0	0	0.757782367	5.68E-08
MYL12B	chr18	3257610	3266110	0	0	0	0	1.482294376	7.40E-13
MYL12B	chr18	3257110	3265610	0	0	0	0	1.482294376	7.40E-13
MYL12B	chr18	3257716	3266216	0	0	0	0	1.482294376	7.40E-13
MYL3	chr3	46901473	46909973	0	0	0	0	4.681019239	1.03E-06
MYL4	chr17	45281713	45290213	0	0	0	0	5.249939205	4.35E-07
MYL4	chr17	45281427	45289927	0	0	0	0	5.249939205	4.35E-07
MYL6	chr12	56547044	56555544	0	0	0	1	0.888783703	1.01E-07
MYL6B	chr12	56541203	56549703	0	0	0	0	0.347090564	0.029927162
MYL7	chr7	44177416	44185916	0	0	0	0	2.81508003	2.32E-05
MYL9	chr20	35164886	35173386	0	0	0	0	1.550570607	1.70E-11
MYLIP	chr6	16124316	16132816	0	0	1	1	0.890360268	2.47E-07
MYLK	chr3	123599649	123608149	0	0	0	0	2.406712972	1.27E-18
MYLK	chr3	123336030	123344530	0	1	0	1	2.406712972	1.27E-18
MYLK-AS1	chr3	123299402	123307902	1	1	1	1	2.056127421	3.81E-09
MYLK3	chr16	46778721	46787221	0	1	1	1	3.935086343	4.02E-12
MYLK4	chr6	2747654	2756154	0	0	0	0	2.272506719	4.07E-05
MYLPF	chr16	30381122	30389622	0	0	0	0	2.229516488	8.70E-06
MYNN	chr3	169485852	169494352	0	0	0	0	-0.531690598	7.53E-06
MYNN	chr3	169487052	169495552	0	0	0	0	-0.531690598	7.53E-06
MYO10	chr5	16932885	16941385	0	0	1	1	-1.502781525	6.18E-14
MYO15B	chr17	73579138	73587638	0	0	0	0	3.304886951	7.12E-16
MYO18B	chr22	26133119	26141619	0	0	0	0	-1.640398862	0.000100098
MYO19	chr17	34887805	34896305	0	0	0	0	-0.928851531	1.02E-11
MYO1B	chr2	192105106	192113606	1	1	1	1	-0.129024021	0.022360223
MYO1B	chr2	192105253	192113753	1	1	1	1	-0.129024021	0.022360223
MYO1C	chr17	1391472	1399972	0	0	0	0	2.213969082	1.38E-17
MYO1C	chr17	1392501	1401001	0	0	0	0	2.213969082	1.38E-17
MYO1C	chr17	1385551	1394051	0	0	1	1	2.213969082	1.38E-17
MYO1D	chr17	31200402	31208902	0	0	0	0	0.923838981	2.72E-11
MYO1E	chr15	59661571	59670071	0	0	0	0	-0.625635049	1.11E-07
MYO1F	chr19	8638831	8647331	0	0	0	0	-1.201904066	0.000268075
MYO1G	chr7	45015204	45023704	0	0	0	0	-2.827973826	0.002747233
MYO3B	chr2	171029654	171038154	0	0	0	0	-1.128301844	0.030413168
MYO5A	chr15	52817747	52826247	0	1	0	1	-0.50820411	3.14E-06
MYO5B	chr18	47717951	47726451	0	0	0	0	3.519297741	7.31E-17
MYO5C	chr15	52584495	52592995	0	0	0	0	-1.851624992	1.20E-14
MYO6	chr6	76453908	76462408	1	1	1	1	2.141817962	1.88E-15
MYO7A	chr11	76834309	76842809	0	0	1	1	2.297592065	1.23E-14
MYO7A	chr11	76834315	76842815	0	0	1	1	2.297592065	1.23E-14
MYO9A	chr15	72406940	72415440	0	0	1	1	0.797686195	1.89E-10
MYO9B	chr19	17181590	17190090	0	0	0	0	0.615993407	8.03E-08
MYOCD	chr17	12564206	12572706	0	0	0	0	2.855263826	6.82E-08
MYOCD	chr17	12618605	12627105	0	1	0	0	2.855263826	6.82E-08
MYOF	chr10	95238574	95247074	0	0	0	0	7.752723658	1.90E-21
MYOZ1	chr10	75398015	75406515	0	0	1	1	0.44302176	0.027883145
MYOZ3	chr5	150035402	150043902	0	0	0	0	-3.134892482	3.86E-15
MYRF	chr11	61517860	61526360	0	0	0	0	2.105855642	1.28E-14
MYRF	chr11	61515120	61523620	0	0	0	0	2.105855642	1.28E-14
MYRIP	chr3	39845404	39853904	0	0	0	0	-0.790400672	0.004390421
MYRIP	chr3	39846150	39854650	0	0	0	0	-0.790400672	0.004390421
MYRIP	chr3	40136501	40145001	0	0	0	0	-0.790400672	0.004390421
MYT1	chr20	62790826	62799326	0	0	0	0	-4.554017281	3.26E-07
MZF1	chr19	59081442	59089942	0	0	0	0	0.49745616	3.50E-05
MZT1	chr13	73298438	73306938	0	0	0	0	-0.886634792	9.02E-08
MZT2A	chr2	132246564	132255064	0	0	0	0	-0.271004539	0.020447492
N4BP1	chr16	48640620	48649120	0	0	1	0	0.145104951	0.036879657
N4BP2	chr4	40053523	40062023	0	0	0	0	0.365395552	1.79E-06
N4BP2L1	chr13	32998815	33007315	0	0	0	0	4.009725127	6.85E-10
N4BP2L2-IT2	chr13	33080032	33088532	0	0	0	0	0.823765493	0.0141085
N4BP3	chr5	177535555	177544055	0	0	0	1	-2.382798448	6.23E-17
NAA10	chrX	153197107	153205607	0	0	0	0	-0.224354741	0.016456216
NAA15	chr4	140217675	140226175	0	0	0	0	-1.915832795	5.85E-17
NAA16	chr13	41880340	41888840	0	0	0	0	-1.087653221	7.13E-13
NAA25	chr12	112543135	112551635	0	0	0	0	-1.601743267	3.01E-17
NAA30	chr14	57852270	57860770	0	0	0	0	0.624526179	2.55E-07
NAA35	chr9	88551056	88559556	0	0	0	0	0.482794677	4.67E-07
NAA40	chr11	63701441	63709941	0	0	0	0	-0.574731638	1.05E-08
NAA50	chr3	113461620	113470120	0	0	1	0	-1.523466185	2.65E-15
NAAA	chr4	76858666	76867166	0	0	0	0	-1.495571719	0.001198885
NAALAD2	chr11	89862817	89871317	0	1	0	0	-0.876236773	4.84E-05
NAALADL1	chr11	64822509	64831009	0	0	0	0	-0.522388471	0.0039518
NAALADL2	chr3	174572110	174580610	0	1	1	1	5.401055371	7.30E-09
NAB1	chr2	191508847	191517347	0	1	0	0	0.87857553	1.83E-09
NAB2	chr12	57477676	57486176	0	0	1	1	0.530419021	5.98E-05
NABP1	chr2	192537860	192546360	0	1	0	0	5.046737801	1.14E-14
NABP1	chr2	192537797	192546297	0	1	0	0	5.046737801	1.14E-14
NABP1	chr2	192537861	192546361	0	1	0	0	5.046737801	1.14E-14
NABP2	chr12	56613124	56621624	0	0	0	0	-1.41348902	3.64E-14
NACAD	chr7	45124993	45133493	0	0	0	0	0.692776821	0.004698205
NACC1	chr19	13224101	13232601	0	0	1	1	-0.684393468	2.83E-06
NACC2	chr9	138983631	138992131	0	0	0	1	1.312487403	1.90E-08
NADK	chr1	1708008	1716508	0	0	0	0	-0.301269464	1.76E-05
NADK	chr1	1706797	1715297	0	0	0	0	-0.301269464	1.76E-05
NADK	chr1	1686581	1695081	0	0	1	1	-0.301269464	1.76E-05
NADK	chr1	1706409	1714909	0	0	0	0	-0.301269464	1.76E-05
NADSYN1	chr11	71159216	71167716	0	0	1	1	1.010628622	1.19E-11
NAE1	chr16	66861379	66869879	0	0	0	0	-1.284144074	4.39E-13
NAF1	chr4	164084573	164093073	0	1	0	0	-1.265693912	4.76E-10
NAGA	chr22	42463346	42471846	0	0	0	0	-0.8949528	3.10E-11
NAGK	chr2	71290407	71298907	0	1	1	0	0.807526102	4.14E-11
NAGLU	chr17	40682950	40691450	1	1	0	1	-0.32184241	0.005616713
NAGPA	chr16	5080442	5088942	0	0	0	0	-0.370849512	0.019906946
NAGS	chr17	42077031	42085531	0	0	0	0	-1.55594373	2.87E-08
NAIP	chr5	70317441	70325941	0	0	0	0	0.326698101	0.028305772
NALCN	chr13	102065313	102073813	0	0	0	0	0.799797111	0.041082676
NAMPT	chr7	105922138	105930638	0	0	0	0	-0.625700324	2.23E-09
NANOG	chr12	7936994	7945494	0	0	0	0	-7.215983285	7.36E-14
NANOS1	chr10	120784227	120792727	0	0	1	1	-0.794186063	9.46E-09
NANOS3	chr19	13983062	13991562	0	0	1	1	2.219151407	0.004345127
NANP	chr20	25601148	25609648	0	0	0	0	-0.833489855	5.78E-07
NANS	chr9	100813958	100822458	0	0	0	0	-0.443890112	7.82E-05
NAP1L1	chr12	76475238	76483738	0	0	0	0	-0.561148236	3.76E-07
NAP1L2	chrX	72431210	72439710	0	0	0	0	-4.08407579	6.35E-18
NAP1L3	chrX	92925182	92933682	0	0	0	0	-2.591723004	7.77E-13
NAP1L4	chr11	3010107	3018607	0	0	0	0	-0.703209777	2.78E-10
NAP1L5	chr4	89615523	89624023	0	0	0	0	-0.709359482	0.003435924
NAP1L6	chrX	72344419	72352919	0	0	0	0	-1.476507153	0.021811327
NAPA	chr19	48015015	48023515	0	0	0	1	0.290826625	0.002591288
NAPA-AS1	chr19	47982538	47991038	0	0	0	0	0.529931587	0.006840382
NAPEPLD	chr7	102786069	102794569	1	1	0	0	-0.433306388	9.49E-05
NAPG	chr18	10520872	10529372	0	0	0	0	-0.821708689	2.52E-10
NAPSA	chr19	50865431	50873931	0	0	0	0	2.01598017	0.019527004
NARF	chr17	80411059	80419559	0	1	0	1	-0.626444468	1.45E-09
NARF	chr17	80411539	80420039	0	1	0	1	-0.626444468	1.45E-09
NARFL	chr16	787497	795997	0	0	0	0	0.697844966	1.41E-07
NARS	chr18	55285677	55294177	0	0	0	0	-0.767558538	1.28E-13
NARS2	chr11	78282409	78290909	0	0	0	0	-0.750498743	1.37E-08
NASP	chr1	46044659	46053159	0	0	0	1	-1.603333114	4.10E-11
NAT10	chr11	34122110	34130610	0	0	0	0	-1.441640723	6.31E-17
NAT14	chr19	55991556	56000056	0	0	1	1	0.350946013	0.001084355
NAT2	chr8	18243754	18252254	0	0	0	0	-2.896862166	0.000991615
NAT6	chr3	50332820	50341320	0	0	1	1	0.313773184	0.03823105
NAT6	chr3	50333352	50341852	0	0	1	1	0.313773184	0.03823105
NAT8L	chr4	2056238	2064738	0	0	0	0	-1.645244437	4.00E-07
NAT9	chr17	72768970	72777470	0	1	0	0	0.354278865	0.000498759
NAV1	chr1	201612449	201620949	0	0	1	1	1.396921405	3.33E-10
NAV1	chr1	201703962	201712462	0	0	0	0	1.396921405	3.33E-10
NAV2	chr11	19367270	19375770	0	0	0	0	1.189977959	1.78E-12
NAV2	chr11	20039101	20047601	0	0	1	1	1.189977959	1.78E-12
NAV2	chr11	19729880	19738380	0	0	0	0	1.189977959	1.78E-12
NAV3	chr12	78220068	78228568	0	0	0	0	-1.073480478	0.00458333
NBAS	chr2	15697972	15706472	0	0	0	0	0.469223854	6.28E-06
NBEA	chr13	35511423	35519923	0	0	0	0	-2.118789068	1.19E-16
NBEA	chr13	36045885	36054385	0	0	0	0	-2.118789068	1.19E-16
NBEAL1	chr2	203874601	203883101	0	0	1	0	1.782779342	4.12E-14
NBEAL2	chr3	47016172	47024672	0	0	0	0	0.643381277	1.64E-06
NBL1	chr1	19965207	19973707	0	0	0	0	2.067243598	3.71E-11
NBL1	chr1	19966865	19975365	0	0	0	0	2.067243598	3.71E-11
NBL1	chr1	19969103	19977603	0	0	0	0	2.067243598	3.71E-11
NBL1	chr1	19964722	19973222	0	0	0	0	2.067243598	3.71E-11
NBL1	chr1	19965666	19974166	0	0	0	0	2.067243598	3.71E-11
NBL1	chr1	19967259	19975759	0	0	0	0	2.067243598	3.71E-11
NBL1	chr1	19964902	19973402	0	0	0	0	2.067243598	3.71E-11
NBN	chr8	90993399	91001899	0	1	0	1	-0.839088295	7.55E-09
NBPF1	chr1	16936600	16945100	0	0	0	0	0.595088344	2.56E-06
NBPF10	chr1	145288370	145296870	0	0	0	0	0.984992837	5.54E-08
NBPF11	chr1	147620969	147629469	0	0	0	0	0.948476138	3.94E-09
NBPF11	chr1	146079133	146087633	0	0	0	0	0.948476138	3.94E-09
NBPF12	chr1	146368856	146377356	0	0	0	0	0.874422507	7.40E-10
NBPF14	chr1	148343256	148351756	0	0	0	0	1.02340995	3.69E-09
NBPF15	chr1	148553187	148561687	0	0	0	0	0.973692567	7.45E-10
NBPF15	chr1	148555846	148564346	0	0	0	0	0.973692567	7.45E-10
NBPF3	chr1	21761582	21770082	0	0	1	0	-0.540928869	2.17E-05
NBR1	chr17	41318245	41326745	0	0	0	1	1.25511215	8.55E-13
NBR1	chr17	41317510	41326010	0	0	0	1	1.25511215	8.55E-13
NBR1	chr17	41317497	41325997	0	0	0	1	1.25511215	8.55E-13
NBR2	chr17	41272599	41281099	0	0	0	0	0.516286806	0.003924211
NCALD	chr8	103133062	103141562	0	0	0	0	4.407958855	4.87E-17
NCALD	chr8	103133635	103142135	0	0	0	0	4.407958855	4.87E-17
NCALD	chr8	102799939	102808439	0	0	0	0	4.407958855	4.87E-17
NCAM1	chr11	112826968	112835468	0	0	0	0	-0.639887856	0.001577163
NCAM2	chr21	22365632	22374132	0	1	0	0	-1.139098183	0.014996555
NCAN	chr19	19317781	19326281	0	0	0	0	-3.849028591	6.09E-12
NCAPD2	chr12	6598297	6606797	0	0	0	0	-0.334026077	0.000218047
NCAPD3	chr11	134090926	134099426	0	0	0	0	-1.327648492	8.63E-12
NCAPG	chr4	17807435	17815935	0	0	0	0	-0.339292452	0.000508061
NCAPG2	chr7	158494022	158502522	0	0	0	0	-1.042653705	3.51E-12
NCAPH	chr2	96996478	97004978	0	0	0	0	-1.884878671	1.38E-13
NCAPH2	chr22	50941644	50950144	0	0	0	0	0.237570912	0.01677691
NCBP1	chr9	100390704	100399204	0	0	0	0	-0.439134432	4.63E-06
NCBP2	chr3	196665964	196674464	0	0	0	1	-0.565590661	6.96E-07
NCDN	chr1	36018392	36026892	0	0	0	0	-1.459282788	4.48E-13
NCEH1	chr3	172425508	172434008	0	0	0	1	-1.036375223	3.59E-06
NCK1	chr3	136576049	136584549	0	0	0	0	-0.35062581	0.00100021
NCK1	chr3	136644316	136652816	0	0	0	0	-0.35062581	0.00100021
NCK2	chr2	106463203	106471703	0	0	0	0	1.083866301	6.12E-11
NCK2	chr2	106356519	106365019	0	0	0	0	1.083866301	6.12E-11
NCKIPSD	chr3	48719866	48728366	0	0	0	0	-0.25886604	0.00522653
NCL	chr2	232325705	232334205	0	0	1	0	-1.5194657	5.97E-13
NCLN	chr19	3180874	3189374	0	0	0	0	-0.975669815	7.80E-10
NCMAP	chr1	24877566	24886066	0	0	0	0	2.230329062	0.000876746
NCOA1	chr2	24802345	24810845	0	0	0	0	0.979301996	2.48E-12
NCOA3	chr20	46125600	46134100	0	0	0	0	1.547959307	1.70E-15
NCOA4	chr10	51571284	51579784	0	0	1	1	0.790063698	1.77E-11
NCOA4	chr10	51560107	51568607	0	1	0	0	0.790063698	1.77E-11
NCOA4	chr10	51567363	51575863	0	0	1	1	0.790063698	1.77E-11
NCOA6	chr20	33409933	33418433	0	0	0	0	0.833341059	1.22E-05
NCOA7	chr6	126097306	126105806	0	0	0	0	-0.30739743	0.00280211
NCOA7	chr6	126106908	126115408	0	0	0	0	-0.30739743	0.00280211
NCOA7	chr6	126235369	126243869	0	0	0	0	-0.30739743	0.00280211
NCOR2	chr12	125048510	125057010	0	0	0	0	0.595983859	0.001034724
NCR1	chr19	55412507	55421007	0	1	0	0	-5.270286487	0.001475464
NCR3LG1	chr11	17368308	17376808	0	0	0	0	-2.674308981	1.13E-09
NCS1	chr9	132929856	132938356	0	0	0	0	-0.407214988	0.001418249
NCS1	chr9	132957871	132966371	0	0	0	0	-0.407214988	0.001418249
NCSTN	chr1	160308062	160316562	0	0	0	0	0.87054253	4.41E-11
NDC1	chr1	54300725	54309225	0	0	0	0	-1.60110026	1.02E-17
NDC80	chr18	2566509	2575009	0	0	0	0	-0.777267441	6.36E-09
NDEL1	chr17	8334169	8342669	0	0	0	0	0.631969326	1.63E-07
NDFIP1	chr5	141483323	141491823	0	0	0	0	0.217652201	0.004401572
NDFIP2	chr13	80050258	80058758	0	0	0	0	0.97050896	7.26E-11
NDN	chr15	23928950	23937450	0	0	0	0	0.546317773	2.87E-06
NDNF	chr4	121990173	121998673	0	0	1	1	6.363831069	1.10E-13
NDP	chrX	43829421	43837921	0	0	0	0	2.704193173	0.000710177
NDRG1	chr8	134306047	134314547	0	0	0	0	7.500379161	8.24E-15
NDRG2	chr14	21489685	21498185	0	0	0	1	0.803181148	1.33E-07
NDRG2	chr14	21489764	21498264	0	0	0	1	0.803181148	1.33E-07
NDRG2	chr14	21535531	21544031	0	0	0	1	0.803181148	1.33E-07
NDRG2	chr14	21490435	21498935	0	0	0	1	0.803181148	1.33E-07
NDRG2	chr14	21490304	21498804	0	0	0	1	0.803181148	1.33E-07
NDRG3	chr20	35371041	35379541	0	0	1	0	-0.550528973	2.98E-07
NDRG4	chr16	58492993	58501493	0	0	0	0	-0.470263691	5.87E-05
NDRG4	chr16	58493725	58502225	0	0	0	0	-0.470263691	5.87E-05
NDRG4	chr16	58529046	58537546	0	0	0	0	-0.470263691	5.87E-05
NDRG4	chr16	58492548	58501048	0	0	0	0	-0.470263691	5.87E-05
NDST1	chr5	149882673	149891173	0	0	0	0	1.413516885	6.17E-14
NDST2	chr10	75568089	75576589	0	0	0	0	0.369398343	6.65E-05
NDST3	chr4	118950499	118958999	0	0	0	0	2.721617782	2.68E-10
NDUFA1	chrX	119000733	119009233	0	0	0	0	0.246825702	0.045579775
NDUFA10	chr2	240961319	240969819	0	0	1	0	-0.146428427	0.049147971
NDUFA11	chr19	5900524	5909024	0	0	1	0	0.195747273	0.043918566
NDUFA12	chr12	95393989	95402489	0	0	0	0	-0.402874576	0.000519625
NDUFA2	chr5	140023870	140032370	0	0	0	0	-0.344616301	0.006141044
NDUFA3	chr19	54601159	54609659	0	0	0	0	-0.43070813	0.005072343
NDUFA4	chr7	10976313	10984813	0	0	0	0	-0.29198526	0.026861011
NDUFA5	chr7	123194458	123202958	0	1	0	0	-0.378446822	0.001433179
NDUFA5	chr7	123194325	123202825	0	1	0	0	-0.378446822	0.001433179
NDUFA6	chr22	42483388	42491888	0	0	0	0	-0.835304913	3.79E-09
NDUFA7	chr19	8382780	8391280	0	0	0	0	-0.376758903	0.000187378
NDUFA8	chr9	124918598	124927098	0	0	0	0	-0.462053535	4.80E-05
NDUFA9	chr12	4753263	4761763	0	0	0	0	-0.166013156	0.026028709
NDUFAB1	chr16	23604139	23612639	0	0	0	0	-0.567668029	1.82E-06
NDUFAF2	chr5	60235955	60244455	0	0	0	0	-2.212297297	6.18E-12
NDUFAF4	chr6	97342267	97350767	0	0	1	1	-1.970998578	9.58E-17
NDUFAF5	chr20	13760671	13769171	0	0	0	0	-1.586096903	3.47E-12
NDUFAF6	chr8	96032213	96040713	0	0	0	0	-0.827744938	5.41E-06
NDUFAF7	chr2	37453773	37462273	0	0	0	0	-1.048265346	5.61E-10
NDUFB1	chr14	92584653	92593153	0	0	0	0	-0.63964713	0.001188962
NDUFB10	chr16	2004516	2013016	0	0	0	0	-0.52182132	9.39E-08
NDUFB11	chrX	47001109	47009609	0	0	0	0	0.228692893	0.012834023
NDUFB2	chr7	140391480	140399980	0	0	0	0	-0.316670473	0.007425041
NDUFB4	chr3	120310127	120318627	0	0	0	0	-0.400542496	0.001744511
NDUFB6	chr9	32569682	32578182	0	0	0	0	-0.538951959	6.20E-06
NDUFB7	chr19	14679389	14687889	0	0	0	0	-0.25392367	0.010878121
NDUFB8	chr10	102286180	102294680	0	0	0	0	-0.304494171	0.001810261
NDUFB9	chr8	125546342	125554842	0	0	0	1	-0.86261749	1.11E-09
NDUFC1	chr4	140220205	140228705	0	0	0	0	-0.544670991	3.84E-05
NDUFC1	chr4	140218888	140227388	0	0	0	0	-0.544670991	3.84E-05
NDUFC1	chr4	140218864	140227364	0	0	0	0	-0.544670991	3.84E-05
NDUFS1	chr2	207020743	207029243	0	0	1	0	-0.82024492	9.04E-12
NDUFS1	chr2	207020418	207028918	0	0	1	0	-0.82024492	9.04E-12
NDUFS2	chr1	161166936	161175436	0	0	0	0	-0.57290492	6.63E-09
NDUFS2	chr1	161164104	161172604	0	0	0	0	-0.57290492	6.63E-09
NDUFS3	chr11	47595561	47604061	0	0	0	0	-0.34693721	0.000161241
NDUFS5	chr1	39486966	39495466	0	0	0	0	-0.909329479	6.24E-09
NDUFS6	chr5	1796495	1804995	0	0	0	1	-0.965489343	1.00E-08
NDUFS7	chr19	1378882	1387382	0	0	0	0	-0.507674724	0.000127041
NDUFS8	chr11	67793083	67801583	0	0	0	0	-0.984647572	2.48E-10
NDUFV2	chr18	9097627	9106127	0	0	0	0	-0.600903336	3.91E-07
NDUFV3	chr21	44308377	44316877	0	0	0	1	-0.358572054	0.000229898
NEAT1	chr11	65185268	65193768	0	0	1	1	5.20674174	5.95E-16
NEB	chr2	152587501	152596001	0	0	0	0	-0.53926641	0.01035047
NEBL	chr10	21459616	21468116	0	0	0	0	1.590441509	1.19E-10
NEBL	chr10	21183031	21191531	0	0	0	0	1.590441509	1.19E-10
NECAB1	chr8	91798920	91807420	0	0	0	0	-2.354519677	1.17E-13
NECAB2	chr16	83997236	84005736	0	0	0	0	-4.537634471	2.59E-11
NECAB3	chr20	32258764	32267264	0	0	0	0	1.382232237	1.99E-10
NECAP1	chr12	8229806	8238306	0	0	1	1	-0.473491415	3.26E-06
NECAP2	chr1	16762166	16770666	0	0	0	0	0.958477745	4.94E-13
NEDD4	chr15	56205829	56214329	0	0	0	0	1.535241617	1.34E-12
NEDD4	chr15	56282444	56290944	0	0	0	0	1.535241617	1.34E-12
NEDD4L	chr18	55709457	55717957	0	0	0	0	-0.240652447	0.008314667
NEDD4L	chr18	55857621	55866121	0	0	0	0	-0.240652447	0.008314667
NEDD4L	chr18	55883753	55892253	0	0	0	0	-0.240652447	0.008314667
NEDD4L	chr18	55706609	55715109	0	0	0	0	-0.240652447	0.008314667
NEDD4L	chr18	55811564	55820064	1	1	0	0	-0.240652447	0.008314667
NEDD9	chr6	11379081	11387581	0	0	0	0	3.778395842	2.41E-20
NEDD9	chr6	11229415	11237915	1	1	1	1	3.778395842	2.41E-20
NEFH	chr22	29871180	29879680	0	0	0	0	-0.667123919	0.002226645
NEFL	chr8	24810883	24819383	0	0	0	0	-4.282076669	1.13E-15
NEFM	chr8	24767454	24775954	0	0	0	0	-3.042684807	6.12E-14
NEFM	chr8	24766273	24774773	0	0	0	0	-3.042684807	6.12E-14
NEGR1	chr1	72744777	72753277	0	0	0	0	-3.528857146	4.02E-11
NEIL1	chr15	75634330	75642830	0	0	1	0	1.377305881	1.15E-08
NEIL1	chr15	75634959	75643459	0	0	1	0	1.377305881	1.15E-08
NEIL2	chr8	11622171	11630671	0	0	0	0	-1.255032989	4.82E-11
NEIL3	chr4	178225990	178234490	0	0	0	0	-1.304494309	2.15E-11
NEK2	chr1	211845472	211853972	0	1	0	0	-1.12297309	1.30E-11
NEK3	chr13	52730170	52738670	0	0	0	0	0.35908689	0.006537353
NEK3	chr13	52730496	52738996	0	0	0	0	0.35908689	0.006537353
NEK4	chr3	52801465	52809965	0	0	0	0	-1.150265664	1.41E-10
NEK5	chr13	52699714	52708214	0	0	0	0	1.553848827	0.001603877
NEK6	chr9	127014884	127023384	0	0	0	0	1.584683337	1.48E-13
NEK6	chr9	127015529	127024029	0	0	0	0	1.584683337	1.48E-13
NEK6	chr9	127049698	127058198	0	0	0	0	1.584683337	1.48E-13
NEK6	chr9	127049249	127057749	0	0	0	0	1.584683337	1.48E-13
NEK6	chr9	127015195	127023695	0	0	0	0	1.584683337	1.48E-13
NEK7	chr1	198121107	198129607	0	0	0	0	1.578686501	3.17E-13
NEK8	chr17	27050831	27059331	0	0	1	1	-0.887675572	6.79E-07
NELFA	chr4	2007462	2015962	0	0	0	0	-0.274143368	0.028385957
NELFCD	chr20	57551262	57559762	0	0	0	0	0.298837568	0.000112221
NELFE	chr6	31923364	31931864	0	0	0	0	-0.171549854	0.013874007
NELL2	chr12	45265944	45274444	0	0	0	0	-1.688781614	1.55E-16
NELL2	chr12	45266747	45275247	0	0	0	0	-1.688781614	1.55E-16
NELL2	chr12	45267133	45275633	0	0	0	0	-1.688781614	1.55E-16
NELL2	chr12	45304211	45312711	0	0	0	0	-1.688781614	1.55E-16
NEMF	chr14	50316039	50324539	1	1	0	1	0.368200488	0.000175057
NENF	chr1	212601228	212609728	1	1	1	1	0.608707552	2.70E-06
NEO1	chr15	73339824	73348324	0	0	0	0	-0.291056962	0.000326402
NES	chr1	156643689	156652189	0	0	0	0	-0.288836908	0.027410825
NET1	chr10	5483513	5492013	0	0	0	0	0.980548949	9.34E-10
NET1	chr10	5449513	5458013	0	0	0	0	0.980548949	9.34E-10
NETO1	chr18	70529434	70537934	0	0	0	0	-3.87218786	9.52E-11
NETO1	chr18	70531310	70539810	0	0	0	0	-3.87218786	9.52E-11
NETO2	chr16	47174436	47182936	0	0	0	0	-0.504224903	0.000565616
NEU1	chr6	31827209	31835709	0	0	1	1	0.446002899	1.01E-06
NEU3	chr11	74694949	74703449	0	0	0	0	-1.608234782	3.80E-12
NEURL1	chr10	105248734	105257234	0	0	0	0	5.599382577	9.30E-08
NEURL1B	chr5	172063275	172071775	0	0	0	0	-2.480776308	6.15E-12
NEURL2	chr20	44516426	44524926	0	0	1	1	-0.54471286	0.039873729
